id,name
FR0907005,Косточковые
FR0907006,Свежевыжатые соки
FR0908001,Виноград
FR0908000,Фрукты/Экзотика
FR0908002,"Груши, айва"
FR0908003,"Дыни, арбузы"
FR0908004,П/ф фруктовые свежие
FR0908005,Цитрусовые
FR0908006,Экзотические фрукты
FR1001001,Морепродукты охл.
FR1001000,"Охлажденные морепродукты, ракообраз"
FR1000000,Рыба и рыбные изделия
FR1002001,Рыба живая
FR1002000,Рыба живая
FR1003001,Рыба стейки охл.
FR1003000,Рыба охлажденная
FR1003002,Рыба тушка охл.
FR1003003,Рыба филе охл.
FR1004001,Рыба марин. с/пр-во
FR1004000,Собственное производство (Рыбные из
FR1004002,Рыба стейки с/пр-во
FR1004003,Рыба тушка с/пр-во
FR1004004,Рыба филе с/пр-во
FR1004005,"Рыбный фарш, изд.с/п"
FR1101001,Икра др. видов рыб
FR1101000,Икра
FR1100000,Рыбная гастрономия
FR1101002,Икра лососевая
FR1101003,Икра осетровая
FR1101004,Икра др.видов МИНУС
FR1101005,Икра др.вид.ПРИЛАВ
FR1101006,Икра др.вид.МИН.ПРИЛ
FR1101007,Икра лососев.ПРИЛАВ
FR1102001,"Краб. палочки , мясо"
FR1102000,Крабовые палочки и мясо охлажденные
FR1102002,"Краб.пал,мясо ПРИЛАВ"
FR1103001,Пресервы морепрод.
FR1103000,Пресервы
FR1103002,Пресервы рыбные
FR1103003,Пресер. морепр.МИНУС
FR1104001,"Рыба вяленая,сушеная"
FR1104000,"Рыба вяленая, сушеная"
FR1104002,"Рыба вялен,суш.МИНУС"
FR1104003,"Рыба вял,сушМИН.ПРИЛ"
FR1104004,"Рыба вял,суш.ПРИЛАВ"
FR2204000,"ФК Кексы, печенье"
FR1105000,Рыба копченая
AG_REBATE100000000000022002,Rabatt-Artikelgruppe
FR1105003,Рыба г/к МИНУС
FR1105004,Рыба х/к МИНУС
FR1105005,Рыба г/к МИН.ПРИЛАВ
FR1105007,Рыба х/к МИН.ПРИЛАВ
AG_REBATE100000000000022003,Rabatt-Artikelgruppe
FR1106001,Рыба соленая
FR1106000,Рыба соленая
FR1106002,Рыба соленая МИНУС
FR1106003,Рыба соленая ПРИЛАВ
FR1106004,Рыба сол.МИН.ПРИЛАВ
ZNK010402,Тонеры
FR1106005,Пр.рыбн.кулин.ПРИЛАВ
FR1608001,Печенье
FR1107001,"Масло рыбное,икорное"
FR1107000,Рыбная кулинария
FR1107002,Прочая рыбная кулин.
FR1201001,"СП Изделия сдобн,сл."
FR1201000,Собственное производство (Хлебные и
FR1200000,"Хлеб, хлебобулочные изделия (Fresh)"
FR1201002,СП Хлеб зерновой
FR1201003,СП Хлеб из зам.п/ф
FR1201004,СП Хлеб пшеничный
FR1201005,СП Хлеб ржано-пшен.
FR1201006,"Изд.сухарные, баран."
FR1301001,Изд.из мяса птиц охл
FR1301000,Птица и П/Ф охлажденые
FR1300000,Птица и изделия из птицы
FR1301002,Курица-разделка
FR1301003,Курица-тушка
FR1301004,Птица прочая- раздел
FR1301005,Птица прочая- тушка
FR1301006,Субпродукты из птицы
FR1302001,"Птица диет.,изд.птиц"
FR1302000,Собственное производство
FR1302002,Птица маринованная
FR1302003,Птица натуральная
FR1302004,"Птица фарш,изд.фарша"
FR1302005,Гриль из  птицы с/пр
FR1302006,Изд.из мяса птиц с/п
FR1302007,Изделия из птицы с/п
FR1401001,П/ф из мяса
FR1401000,Мясо СП
FR1400000,Мясо СП
FR1401002,П/ф из мяса в марин.
FR1401003,П/ф из мясного фарша
FR1401004,П/ф мясо-растительн.
FR1401005,П/ф из мяса др.живот
FR1401006,П/ф из субпрод.СП
FR1501001,П/ф из птицы
FR1501000,Птица СП
FR1500000,Птица СП
FR1501002,П/ф из птицы в мар.
FR1501003,П/ф из фарша птицы
FR1601001,Хлеб пшеничный
FR1601000,Хлеб пшеничный СП
FR1600000,Хлеб СП
FR1601002,Хлеб пшеный с добав.
FR1602001,Хлеб ржано-пшеничный
FR1602000,Хлеб ржано-пшеничный СП
FR1602002,Хлеб ржано-пш.с доб.
FR1603001,Хлеб зерновой
FR1603000,Хлеб зерновой СП
FR1604001,Хлеб этническ.разный
FR1604000,Хлеб этнический СП
FR1605001,Тесто
FR1605000,Изделия сухарные СП
FR1605002,Изделия сухарные
FR1606001,Изделия сдобн.слад.
FR1606000,Изделия сдобные СП
FR1606002,Изделия сдобн.сол.
FR1606003,Пончики
FR1606004,Прочая выпечка
FR1607001,Изделия слоен.слад.
FR1607000,Изделия слоеные СП
ZNK040501,Лифты
FR1607002,Изделия слоен.сол.
FR1608000,"Кексы, печенье СП"
FR1608002,Кексы
FR1608003,Кексы с начинками
FR1609001,Торты
FR1609000,"Торты, пирожные СП"
FR1609002,Торты пластовые
FR1609003,Пирожные
FR1701000,Кулинария СП
FR1700000,Кулинария и салаты СП
FR1702000,Салаты СП
FR1801001,"П/ф из рыбы, морепр."
FR1801000,Рыба СП
FR1800000,Рыба СП
FR1801002,П/ф из рыбы в марин.
FR1801003,П/ф из рыбного фарша
FR1901001,Абрик.конс. д/ПР
FR9905000,МП РХ _Хлеб СП
FR9900000,Материалы СП РХ
FR1901002,Ананас консерв. д/ПР
FR1901003,Орехи д/ПР
FR1901004,Ароматизатор д/ПР
FR1901005,Артишоки д/ПР
FR9901000,МП РХ_Кулинария и салат
FR1901006,Пряности д/ПР
FR1901007,Ов/гр.под.на уг.д/ПР
FR1901008,Приправа д/ПР
FR1901009,Ванилин д/ПР
FR1901010,"Лапша,Вермишель д/ПР"
FR1901011,Уксус д/ПР
FR1901012,Вода д/ПР
FR1901013,Гель холодн.д/ПР
FR1901014,Глазурь д/ПР
FR1901015,Горбуша конс. д/ПР
FR1901016,Горох нут д/ПР
FR1901017,Горош.зел.конс. д/ПР
FR1901018,Горчица д/ПР
FR1901019,"Горчица,порошок д/ПР"
FR1901020,Горячий шоколад д/ПР
FR1901021,Грибы консерв. д/ПР
FR1901022,Грибы/овощи суш.д/ПР
FR1901023,Декор сах-орех.д/ПР
FR1901024,Дрожжи пресов.д/ПР
FR1901025,Дрожжи сухие д/ПР
FR1701002,Пицца ПРИСТ
FR1701003,Сендвич/бутерб.ПРИСТ
FR1701004,Гастроном.копч.ПРИСТ
FR1701005,Напитки ПРИСТ
FR1701007,Супы ПРИСТ
FR1701008,Заливное ПРИСТ
FR1701009,Хол.блюда проч.ПРИСТ
FR1701010,Бл.мяс.жар/зап.ПРИСТ
FR1701011,Блюда мяс.рубл.ПРИСТ
FR1701012,Блюда рыб/морепПРИСТ
FR1701013,Овощн.кулинар.ПРИСТ
FR1701015,Блюда мяс/птиц.ПРИСТ
FR1701016,Изд.из творога ПРИСТ
FR1702001,Салаты мясные ПРИСТ
FR1702002,Салаты рыбные ПРИСТ
FR1702003,Салаты из птиц.ПРИСТ
FR1702004,Салаты овощные ПРИСТ
FR1702005,Салат.кор.азит.ПРИСТ
FR1702006,Солен/кваш.овощПРИСТ
FR1901026,Желатин пищевой д/ПР
FR1901027,Жидкость Дымок д/ПР
FR1901028,Загуститель д/ПР
FR1901029,Закваска д/ПР
FR1901030,Заправ.корейск.д/ПР
FR1901031,Крупа д/ПР
FR1901032,Икра д/ПР
FR1901033,Имбирь марин. д/ПР
FR1901034,Какао д/ПР
FR1901035,Каперсы д/ПР
FR1901036,Капус.кваш.конс.д/ПР
FR1901037,Капуста морская д/ПР
FR1901038,Картофел.хлопья д/ПР
FR1901039,Касетол д/ПР
FR1901040,Кетчуп д/ПР
FR1901041,Клейковина д/ПР
FR1901042,Консервант д/ПР
FR1901043,Конфитюр в асс. д/ПР
FR1901044,Конц. д/понч.д/ПР
FR1901045,Корт д/ПР
FR1901046,Кофе натуральн.д/ПР
FR1901047,Кофе растворим.д/ПР
FR1901048,Краситель д/ПР
FR1901049,Крахмал картоф.д/ПР
FR1901050,Смесь Кремилайт д/ПР
FR1901051,Крошка вафельн.д/ПР
FR1901052,Кукуруза сл.кон.д/ПР
FR1901053,Кускус д/ПР
FR1901054,Лист виноградн.д/ПР
FR1901055,Лук консерв.д/ПР
FR1901056,Лук сушеный д/ПР
FR1901057,Майонез д/ПР
FR1901058,Мак д/ПР
FR1901059,Макаронн.издел.д/ПР
FR1901060,Мандар.конс.д/ПР
FR1901061,Маринад д/ПР
FR1901062,Марципан.масса д/ПР
FR1901063,Маслины д/ПР
FR1901064,Масло д/ПР
FR1901065,Мастика д/ПР
FR1901066,Мед д/ПР
FR1901067,Мука д/ПР
FR1901068,Мука соевая д/ПР
FR1901069,Нач.фрукт/ягодн.д/ПР
FR1901070,Начинка карамел.д/ПР
FR1901071,Начинка крем д/ПР
FR1901072,Начинка маковая д/ПР
FR1901073,Начинка шокол.д/ПР
FR1901074,Начинка орехов.д/ПР
FR1901075,Начинка творожн.д/ПР
FR1901076,Начинка яблочн.д/ПР
FR1901077,Обсыпка лим.дек.д/ПР
FR1901078,Огурцы соленые д/ПР
FR1901079,Оливки д/ПР
FR1901080,Основа д/пиццы д/ПР
FR1901081,Отруби пшеничн.д/ПР
FR1901082,Паста кондитер.д/ПР
FR1901083,Паста томатная д/ПР
FR1901084,Патисс.конс. д/ПР
FR1901085,Патока д/ПР
FR1901086,Перец консерв. д/ПР
FR1901087,Персики конс. д/ПР
FR1901088,Песто д/ПР
FR1901089,Печень трес.кон.д/ПР
FR1901090,Повидло д/ПР
FR1901091,Полтермишунг д/ПР
FR1901092,Помадка д/ПР
FR1901093,Посыпка зернов.д/ПР
FR1901094,Посыпка кондит.д/ПР
FR1901095,Разрыхлит.теста д/ПР
FR1901096,Пудра сахарная д/ПР
FR1901097,Раков.шейки кон.д/ПР
FR1901098,Рассол д/ПР
FR1901099,Регулятор ур.РН д/ПР
FR1901100,Рис декор д/ПР
FR1901101,Сардины конс. д/ПР
FR1901102,Сахар песок д/ПР
FR1901103,Семечки д/ПР
FR1901104,Сироп д/ПР
FR1901105,Смаз.д/сд.сл.из.д/ПР
FR1901106,См.бисквитная д/ПР
FR1901107,Смесь гранопан д/ПР
FR1901108,Смесь д/багета д/ПР
FR1901109,См.д/завар.хлеб.д/ПР
FR1901110,Смесь д/кексов д/ПР
FR1901111,См.д/овс.печ.д/ПР
FR1901112,См.д/отд.зернов.д/ПР
FR1901113,См.д/пончиков д/ПР
FR1901114,См.д/пряников д/ПР
FR1901115,См.д/смазки изд.д/ПР
FR1901116,См.д/сыр.булоч.д/ПР
FR1901117,Смесь д/хлебцев д/ПР
FR1901118,Смесь зерновая д/ПР
FR1901119,См.картофельн.д/ПР
FR1901120,Смесь д/печенья д/ПР
FR1901121,Крем хол.пригот.д/ПР
FR1901122,Смесь творожная д/ПР
FR1901123,См.Фитн.микс гр.д/ПР
FR1901124,Смесь Фруктелла д/ПР
FR1901125,Смесь Чиз-кейк д/ПР
FR1901126,Соевое мясо сух.д/ПР
FR1901127,Солод д/ПР
FR1901128,Соль д/ПР
FR1901129,Соль морская д/ПР
FR1901130,Соната д/ПР
FR1901131,Соусы в асс. д/ПР
FR1901132,Соусы красные д/ПР
FR1901133,Соус соевый д/ПР
FR1901134,Спаржа сухая д/ПР
FR1901135,Стабилизатор д/ПР
FR1901136,Стружка кокосов.д/ПР
FR1901137,Сухие завтраки д/ПР
FR1901138,Сухой белок д/ПР
FR1901139,Томаты консерв. д/ПР
FR1901140,Тунец консерв.  д/ПР
FR1901141,Укр.ваф.декор д/ПР
FR1901142,Укр.шок.декор д/ПР
FR1901143,Укр.марм.дек.д/ПР
FR1901144,Укр.конд.декор д/ПР
FR1901145,Улучшит.теста д/ПР
FR1901146,Усилитель вкуса д/ПР
FR1901147,Фасоль консерв. д/ПР
FR1901148,Фасоль сухая д/ПР
FR1901149,Фрук.кокт.конс.д/ПР
FR1901150,Персики консер. д/ПР
FR1901151,Фунчоза д/ПР
FR1901152,Хлопья овсяные д/ПР
FR1901153,Хрен д/ПР
FR1901154,Цетерлинг д/ПР
FR1901155,Чай д/ПР
FR1901156,Чеснок маринов.д/ПР
ZNKN45121,Стопперы
FR1901157,Чечевица д/ПР
FR1901158,Экстракт солод.д/ПР
FR1901159,Яблоки моченые д/ПР
FR1901160,Багет зерновой
FR1901161,Багет пшеничный
FR1901162,Багет ржаной
FR1901163,Батон пшеничный
FR1901164,Батон зерновой
FR1901165,Батон ржано-пшен.
FR1901166,Бейгл
FR1901167,Бриут с начинкой
FR1901168,Булочка пшеничная
FR1901169,Булочка зерновая
FR1901170,Булочка ржано-пшен.
FR1901171,Вафли Бельгийские
FR1901172,Розан
FR1901173,Восьмерка с зав.крем
FR1901174,Донатс
FR1901175,Завитушка с изюмом
FR1901176,Кармашек/конвертик
FR1901177,Корона
FR1901178,Косичка
FR1901179,Косынка
FR1901180,Кофикейк
FR1901181,Крендель
FR1901182,Круассан
FR1901183,Печенье
FR1901184,Кекс
FR1901185,Мини багет пшеничный
FR1901186,Изделия слоеные
FR1901187,Пирог домашний
FR1901188,Пирожок с начинкой
FR1901189,Пицца-пакет
FR1901190,Плетенка с маком
FR1901191,Пончик
FR1901192,Рулет
FR1901193,Сеточка
FR1901194,Слойка
FR1901195,Снек
FR1901196,Сочник с творогом
FR1901197,Струдель
FR1901198,Сырная палочка
FR1901199,Сэндвич
FR1901200,Тарталетка
FR1901201,Твистер
FR1901202,Трубочка
FR1901203,Уголок
FR1901204,Улитка
FR1901205,Фаготтини
FR1901206,Хлеб ржано-пшеничный
FR1901207,Хлеб зерновой
FR1901208,"Чиабатта, Хлеб пшен."
FR1901209,Штрудель
FR1901210,Язычок
FR1901211,Кисломолочн.продукты
FR1901212,Масложиров.прод.д/ПР
FR1901213,Творожн.прод.д/ПР
FR1901214,Меланж яичный д/ПР
FR1901215,Молоко д/ПР
FR1901216,Молоко сгущеное д/ПР
FR1901217,Молоко сухое д/ПР
FR1901218,Мороженое д/ПР
FR1901219,Порошок яичный д/ПР
FR1901220,Сливки д/ПР
FR1901221,Сметана д/ПР
FR1901222,Сыры д/ПР
FR1901223,Яйца д/ПР
FR1901224,Копч.из свинины
FR1901225,Колбасные изделия
FR1901226,Говяд.вял.баст.д/ПР
FR1901227,Баранина д/ПР
FR1901294,Ледяная д/ПР
FR1901295,Лемонема д/ПР
FR9902000,"МП РХ _Мясо,мясные продукты"
FR1901228,Черева д/ПР
FR1901229,Цыплята д/ПР
FR9904000,МП РХ _Птица
FR1901230,Говядина д/ПР
FR1901231,Говядина мясок.д/ПР
FR1901232,Кость д/ПР
FR1901233,Субпродукты д/ПР
FR1901234,Гусь д/ПР
FR1901235,Индейка д/ПР
FR1901236,Кролик д/ПР
FR1901237,Свинина мясок.д/ПР
FR1901238,Свинина д/ПР
FR1901239,Перепела д/ПР
FR1901240,Поросенок д/ПР
FR1901241,Телятина д/ПР
FR1901242,Шпик д/ПР
FR1901243,Утка д/ПР
FR1901244,Цыплята -корниш.д/ПР
FR1901245,Ягнятина д/ПР
FR1901246,Авокадо д/ПР
FR1901247,Зелень д/ПР
FR1901248,Баклажаны свеж.д/ПР
FR1901249,Имб.св.корень д/ПР
FR1901250,Кабачки д/ПР
FR1901251,Капуста д/ПР
FR1901252,Картофель д/ПР
FR1901253,Корень сельдер.д/ПР
FR1901254,Кукур.в почат.д/ПР
FR1901255,Лук др. д/ПР
FR1901256,Лук репчатый д/ПР
FR1901257,Морковь д/ПР
FR1901258,Огурцы свежие д/ПР
FR1901259,Перец болгарск.д/ПР
FR1901260,Перец Чили стр.д/ПР
FR1901261,Помидоры д/ПР
FR1901262,Редис д/ПР
FR1901263,Редька д/ПР
FR1901264,Ростки фасоли д/ПР
FR1901265,Растение салат д/ПР
FR1901266,Свекла д/ПР
FR1901267,"Сельдер,стеб.д/ПР"
FR1901268,Спаржа д/ПР
FR1901269,Тыква д/ПР
FR1901270,Чеснок д/ПР
FR1901271,Шампиньоны д/ПР
FR1901272,Балык д/ПР
FR1901273,Барабуля д/ПР
FR9903000,МП РХ _Охлажд.рыбн.продукты
FR1901274,Белый Амур д/ПР
FR1901275,Водоросли д/ПР
FR1901276,Горбуша д/ПР
FR1901277,Гребешок мор.д/ПР
FR1901278,Гренадер  д/ПР
FR1901279,Дорадо д/ПР
FR1901280,Зубатка  д/ПР
FR1901281,Кальмар  д/ПР
FR1901282,Камбала д/ПР
FR1901283,Карась д/ПР
FR1901284,Карп д/проиизводства
FR1901285,Кета д/ПР
FR1901286,Кефаль д/ПР
FR1901287,Коктейль мор.д/ПР
FR1901288,Конгрио  д/ПР
FR1901289,Корюшка  д/ПР
FR1901290,Красноперка  д/ПР
FR1901291,Креветки д/ПР
FR1901292,Креветки корол.д/ПР
FR1901293,Креветки тигр. д/ПР
FR1901296,Лещ д/ПР
FR1901297,Макрорус д/ПР
FR1901298,Масляная д/ПР
FR1901299,Мидии д/ПР
FR1901300,Минтай д/ПР
FR1901301,Мойва д/ПР
FR1901302,Морской черт д/ПР
FR1901303,Мясо крабовое д/ПР
FR1901304,Набор д/ухи д/ПР
FR1901305,Навага д/ПР
FR1901306,Налим д/ПР
FR1901307,Нерка д/ПР
FR1901308,Нототения д/ПР
FR1901309,Окунь д/ПР
FR1901310,Осетр д/ПР
FR1901311,Палочки крабов.д/ПР
FR1901312,Палтус кус.г/к д/ПР
FR1901313,Палтус д/ПР
FR1901314,Пангасиус д/ПР
FR1901315,Пикша д/ПР
FR1901316,Плотва д/ПР
FR1901317,Путасу д/ПР
FR1901318,Раки д/ПР
FR1901319,Сазан д/ПР
FR1901320,Сайда д/ПР
FR1901321,Сельдь д/ПР
FR1901322,Семга д/ПР
FR1901323,Сибас д/ПР
FR1901324,Сиг д/ПР
FR1901325,Скумбрия д/ПР
FR1901326,Сом д/ПР
FR1901327,Судак д/ПР
FR1901328,Терпуг д/ПР
FR1901329,Тилапия д/ПР
FR1901330,Толстолобик д/ПР
FR1901331,Треска г.к. д/ПР
FR1901332,Треска д/ПР
FR1901333,Тунец д/ПР
FR1901334,Угорь копченый д/ПР
FR1901335,Форель д/ПР
FR1901336,Хек д/ПР
FR1901337,Щука д/ПР
FR1901338,Блинчики(постав)д/ПР
FR1901339,Салат Закусоч.д/ПР
FR1901340,Салат Летний д/ПР
FR1901341,Сал.Мор.по-кор.д/ПР
FR1901342,Салат Прованс.д/ПР
FR1901343,Салат Сахалинск.д/ПР
FR1901344,Сухофрукты д/ПР
FR1901345,Перс/нектар/абр.д/ПР
FR1901346,Ананас д/ПР
FR1901347,Апельсин д/ПР
FR1901348,Арбуз д/ПР
FR1901349,Банан д/ПР
FR1901350,Ягоды заморож.д/ПР
FR1901351,Виноград д/ПР
FR1901352,Вишня д/ПР
FR1901353,Гранат д/ПР
FR1901354,Грейпфрут белый д/ПР
FR1901355,Груши д/ПР
FR1901356,Дыня д/ПР
FR1901357,Киви д/ПР
FR1901358,Клубника д/ПР
FR1901359,Лимон/лайм д/ПР
FR1901360,Манго д/ПР
FR1901361,Мандарин д/ПР
FR1901362,Помело д/ПР
FR1901363,Слива д/ПР
FR1901364,Яблоки д/ПР
FR1901365,Лаваш д/ПР
FR1901366,Начинка грибнаяПГК
ZNK040734,слайсер
FR1901367,Нач.зел.лук с яйцПГК
FR1901368,Начинка с капуст.ПГК
FR1901369,Нач.карт.с гриб(ПГК)
FR1901370,Начинка с мясомПГК
FR1901371,Нач. ябл.с брусн.ПГК
FR1901372,Тарталетки д/ПР
FR1901373,Хлеб д/ПР
FR1901374,Соки д/ПР
FR1901375,Вино белое д/ПР
FR1901376,Водка д/ПР
FR1901377,Коньяк д/ПР
FR1901378,Шампиньоны д/ПР
FR1901379,Смеси Зам.д/ПР
FR1901380,Капуста морская д/ПР
FR1901381,Капуста цветная д/ПР
FR1901382,Тесто д/ПР
FR1901383,Фасоль зеленая д/ПР
FR1901384,Пиво д/ПР
FR1901385,Суп-пюре д/ПР
FR1901386,Физалис д/ПР
FR1901387,См.мол.сух.коф.д/ПР
FR1901388,Приправа-гриль д/ПР
FR1901389,Марин баз.пап.д/ПР
FR1901390,Жид.чесн.в мар.д/ПР
FR1901391,Маринад пикобел.д/ПР
FR1901392,См.шашл.д/мар.д/ПР
FR1901393,ПГК Салаты д/ПР
FR1901394,Голубика д/ПР
FR1901395,Акула д/ПР
FR1901396,Акула зам.д/ПР
FR1901397,Конд.Комп.д/ПР
FR1901398,Пироги Зам.д/ПР
FR1901399,Кутабы
FR1901400,Лепешка
FR1901401,"Зам.торты, пирожные"
FR1901402,Пицца замороженная
FR1901403,Смесь д/десер.д/ПР
FR1901404,Груши консерв. д/ПР
FR1901405,Смесь БакРоген д/ПР
FR1901406,См.БакФерментик д/ПР
FR1901407,Кулич д/ПР
FR1901408,Чебурек
FR1901409,Лазанья
FR1901410,Ром д/ПР
FR1901411,Ягоды д/ПР
FR1901412,Ликер д/ПР
FR1901413,Сыры нарезка д/ПР
FR1901414,Кижуч д/ПР
FR1901415,Ваф.ст/рожки д/морож
FR1901416,ПГК Полуфабрик.д/ПР
FR1901417,Заправка Ким Чи д/ПР
FR1901418,Репа д/ПР
FR1901419,Копчености из птицы
FR1901420,Индивидуальн.упак.
FR1901421,Кул.гот.от пост.д/ПР
FR1901422,Смесь д/хлеба
FR1901423,Нач.готов.терм.д/ПР
FR1901424,Смесь для крема д/ПР
FR1901425,Смесь для печен.д/ПР
FR1901426,Баррамунди д/ПР
FR1901427,Угорь д/ПР
FR1901428,Осьминог д/ПР
FR1901429,Пагр д/ПР
FR1901430,Группер д/ПР
FR1901431,Рыба-Попугай д/ПР
FR1901432,Рыба-Император д/ПР
NF1807001,"Завар.чайн.,кофейник"
NF2002007,Тарелки подст.д/яиц
NF1807000,Сервировочная посуда
NF1800000,Товары для дома
NF0000000,NON_FOOD
NF1807002,"Ком. д/нап.,десерта"
NF1807003,"Кружки, чашки"
NF1807004,"Кувшины, графины"
NF1807005,Наборы для специй
NF1807006,"Наборы чайные, коф."
NF1807007,Отд.предм.сервиров.
NF1807008,Подносы и подставки
FD9201009,Тест01
NF1807010,"Сервизы,наборы стол."
NF1807011,Стаканы
NF1807012,"Стол.приб., наборы"
NF1807013,Стопки
NF1807014,"Тарелки, блюда"
NF1807015,"Фужеры, бокалы,рюмки"
NF1807016,Хлебницы
NF1808001,Аксессуары д/ванной
NF1808000,Товары для ванной
NF1808002,Держатели д/ванной
NF1808003,Ершики для унитаза
NF1808004,Зеркала
NF1808005,Коврики д/ванной..
NF1808006,Сиденья для унитаза
NF1808007,Шкафчики для ванной
NF1808008,Штанги для ванной
NF1808009,Штора для ванной
NF1808010,Экраны для ванной
NF1809001,Вешалки для одежды
NF1809000,Товары для хранения одежды
NF1809002,"Гардеробы, вешала"
NF1809003,"Конт.д/одежды, обуви"
NF1809004,"Чехлы,кофры д/одежды"
NF1809005,Этажерки. стеллажи
NF1810001,Свечи хозяйственные
NF1810000,Свечи
NF1810002,Свечи декоративные
NF1810003,Свечи уличные
NF1901001,Товары для грузынов
NF1901000,Товары для других животных
NF1900000,Товары для животных
NF1901002,Товары д/др. живот.
NF1901003,Товары для птиц
NF1901004,Товары для рыбок
NF1902001,Товары для кошек
NF1902000,Товары для кошек
NF1903001,Товары для собак
NF1903000,Товары для собак
NF2001001,Карнавальные аксес.
NF2001000,Товары для НГ и Рождества
NF2000000,Товары для праздника
NF2001002,Новогодние деревья
NF2001003,Новогодние украшения
NF2001004,Пиротехника
NF2001005,Электрогирлянды
NF2002001,Форма для кулича
NF2002000,Пасхальный ассортимент
NF2002002,Красители
NF2002003,Набор для творчества
NF2002004,Пасхальные сувениры
NF2002005,Пасочница
NF2002006,Термоэт.и наклейки
NF2002008,Набор д/декор.яиц
FD0201009,Тест01
NF2002009,Цветы искуственные
NF2002010,Корзина пасхальная
NF2101001,Материалы д/инстр.
NF2101000,Инструмент
NF2100000,Товары для ремонта
NF2101002,Ручной инструмент
NF2101003,"Э/инструмент,приборы"
NF2102001,Замки
NF2102000,Скобяные изделия
NF2102002,Крепеж
NF2102003,Фурнитура
NF2103001,"Клей, герметики,пена"
NF2103000,Товары для ремонта
NF2103002,Лакокрасочная прод.
NF2103003,"Лестницы, стремянк"
NF2103004,Малярные инструмен
NF2103005,Пр. товары д/ремонта
NF2103006,Ящики  для  инструм.
NF2103007,"Удлинители, переход."
NF2201001,Изделия из золота
NF2201000,Ювелирные изделия
NF2200000,Ювелирные изделия
NF2201002,Изделия из платины
NF2201003,Изделия из серебра
NF2301001,4К Трости муж
NF2301000,4К Зонты
NF2300000,4К Галантерея
NF2301002,4К Трости жен
NF2301003,4К Трости дет
NF2301004,4К Складн.зонты муж
NF2301005,4К Складн.зонты жен
NF2302001,4К Ежедневники
NF2302000,4К Бизнес Аксессуары
NF2302002,4К Визитницы
NF2302003,4К Чехлы д/телефонов
NF2302004,4К Значки
NF2302005,4К USB накопители
NF2302006,4К Ленты с ретрактор
NF2302007,4К Карманы д/бейджа
NF2302008,4К Ручки
NF2302009,4К Бумажники кошельк
NF2302010,4К Ключницы
NF2303001,4К Чемоданы
NF2303000,4К Багаж
NF2303002,4К Сумки дорож.спор.
NF2303003,4К Сумки портфел.муж
NF2303004,4К Сумки жен
NF2303005,4К Сумки дет
NF2303006,4К Рюкзаки
NF2303007,4К Косметички
NF2401001,4К Обувь дом.муж
NF2401000,4К Обувь домашняя
NF2400000,4К Обувь
NF2401002,4К Обувь дом. жен
NF2401003,4К Обувь дом.дет
NF2402001,4К Крос.тен.кеды муж
NF2402000,4К Обуь спортивная
NF2402002,4К Крос.тен.кеды жен
NF2402003,4К Крос.тен.кеды дет
NF2403001,4К Сапоги резин. муж
NF2403000,4К Обувь резиновая
NF2403002,4К Сапоги резин. жен
NF2403003,4К Сапоги резин. дет
NF2403004,4К Галоши сабо муж
NF2403005,4К Галоши сабо жен
NF2403006,4К Галоши сабо дет
NF2403007,4КОбув.пляж.басс.муж
NF2403008,4КОбув.пляж.басс.жен
NF2403009,4КОбув.пляж.басс.дет
NF2501001,4К Куртки жилеты муж
NF2501000,4К Одежда верхняя
NF2500000,4К Одежда
NF2501002,4К Куртки жилеты жен
NF2501003,4К Куртки жилеты дет
NF2501004,4К Ветров.дождев.муж
NF2501005,4К Ветров.дождев.жен
NF2501006,4К Ветров.дождев.дет
NF2502001,4К Толстовк.худи муж
NF2502000,4К Одежда 2-й слой
NF2502002,4К Толстовк.худи жен
NF2502003,4К Толстовк.худи дет
NF2502004,4К Футб.поло к/р муж
NF2502005,4К Футб.поло к/р жен
NF2502006,4К Футб.поло к/р дет
NF2502007,4К Футб.поло д/р муж
NF2502008,4К Футб.поло д/р жен
NF2502009,4К Футб.поло д/р дет
NF2502010,4К Шорты бриджи муж
NF2502011,4К Шорты бриджи жен
NF2502012,4К Шорты бриджи дет
NF2502013,4К Юбки жен
NF2502014,4К Юбки дет
NF2502015,4К Брюки спорт.муж
NF2502016,4К Брюки спорт.жен
NF2502017,4К Брюки спорт.дет
NF2502018,4К Леггинсы жен
NF2502019,4К Леггинсы дет
NF2503001,4К Кепки бейсбол.муж
NF2503000,"4К Головные уборы, комплекты и аксе"
NF2503002,4К Кепки бейсбол.жен
NF2503003,4К Кепки бейсбол.дет
NF2503004,4К Панамы муж
NF2503005,4К Панамы жен
NF2503006,4К Панамы дет
NF2503007,4К Платки
NF2503008,4К Шарфы палант.жен
NF2503009,4К Шарфы муж
NF2503010,4К Шарфы манишки дет
NF2503011,4К Шапки муж
NF2503012,4К Шапки жен
NF2503013,4К Шапки дет
NF2503014,4К Вареж.перчат.муж
NF2503015,4К Вареж.перчат.жен
NF2503016,4К Вареж.перчат.дет
NF2503017,4К К.шап/шар/пер.муж
NF2503018,4К К.шап/шар/пер.жен
NF2503019,4К К.шап/шар/пер.дет
NF2504001,4К Трусы муж
NF2504000,4К Нижнее белье
NF2504002,4К Трусы жен
NF2504003,4К Трусы дет
NF2504004,4К Майки муж
